sigmoid_colon	stomach
ENSG00000187726	0.00	0.00
ENSG00000187730	0.00	0.00
ENSG00000187733	0.00	0.00
ENSG00000187735	4.38	1.76
ENSG00000187736	0.64	0.10
ENSG00000187741	0.12	6.21
ENSG00000187742	0.99	1.89
ENSG00000187747	0.00	0.00
ENSG00000187753	0.00	0.00
ENSG00000187754	0.00	0.00
ENSG00000187758	0.00	0.00
ENSG00000187764	0.14	0.96
ENSG00000187766	0.00	0.00
ENSG00000187772	0.00	0.00
ENSG00000187773	0.04	0.00
ENSG00000187775	0.01	0.01
ENSG00000187778	1.35	0.37
ENSG00000187783	0.00	0.00
ENSG00000187790	0.19	0.09
ENSG00000187791	0.00	0.00
ENSG00000187792	0.09	0.21
ENSG00000187796	0.06	0.03
ENSG00000187800	0.10	0.07
ENSG00000187801	0.02	0.01
ENSG00000187806	0.00	0.00
ENSG00000187808	0.00	0.00
ENSG00000187815	0.12	0.04
ENSG00000187821	0.00	0.00
ENSG00000187823	0.00	0.00
ENSG00000187824	0.26	0.21
ENSG00000187833	0.00	0.00
ENSG00000187837	25.75	13.58
ENSG00000187838	0.38	0.89
ENSG00000187840	1.09	2.13
ENSG00000187848	0.01	0.00
ENSG00000187855	0.00	0.00
ENSG00000187857	0.00	0.00
ENSG00000187860	0.04	0.05
ENSG00000187862	0.00	0.00
ENSG00000187866	0.36	0.11
ENSG00000187867	0.01	1.33
ENSG00000187871	0.00	0.00
ENSG00000187889	0.00	0.01
ENSG00000187902	0.01	0.00
ENSG00000187905	0.00	0.00
ENSG00000187908	0.00	0.36
ENSG00000187912	0.00	0.00
ENSG00000187918	0.00	0.00
ENSG00000187922	0.06	0.11
ENSG00000187942	0.00	0.00
ENSG00000187944	0.00	0.00
ENSG00000187950	0.01	0.00
ENSG00000187951	0.00	0.42
ENSG00000187954	1.52	0.47
ENSG00000187955	1.74	0.21
ENSG00000187957	0.28	0.17
ENSG00000187959	0.00	0.00
ENSG00000187961	0.15	0.13
ENSG00000187969	0.00	0.00
ENSG00000187980	0.04	0.03
ENSG00000187987	0.05	0.00
ENSG00000187994	0.10	0.07
ENSG00000187997	0.00	0.00
ENSG00000188000	0.00	0.00
ENSG00000188001	0.09	0.08
ENSG00000188004	0.05	0.13
ENSG00000188010	0.42	0.01
ENSG00000188011	0.00	0.00
ENSG00000188015	0.08	0.00
ENSG00000188021	0.82	0.35
ENSG00000188026	0.28	0.03
ENSG00000188032	0.00	0.00
ENSG00000188033	0.22	0.13
ENSG00000188037	0.00	0.00
ENSG00000188038	0.01	0.00
ENSG00000188039	0.00	0.05
ENSG00000188042	0.23	0.08
ENSG00000188050	0.01	0.26
ENSG00000188051	0.01	0.00
ENSG00000188056	0.00	0.00
ENSG00000188060	0.09	0.00
ENSG00000188064	0.00	0.00
ENSG00000188069	0.00	0.00
ENSG00000188070	0.31	0.04
ENSG00000188076	0.00	0.00
ENSG00000188086	0.00	0.00
ENSG00000188089	0.00	0.00
ENSG00000188092	0.40	0.42
ENSG00000188095	0.00	0.00
ENSG00000188100	0.00	0.00
ENSG00000188107	0.00	0.00
ENSG00000188112	0.02	0.91
ENSG00000188120	0.00	0.09
ENSG00000188124	0.00	0.00
ENSG00000188130	0.11	1.11
ENSG00000188133	0.00	0.00
ENSG00000188152	0.00	0.00
ENSG00000188153	0.22	1.86
ENSG00000188155	0.00	0.00
ENSG00000188157	0.18	7.83
ENSG00000188158	0.26	0.14
ENSG00000188162	0.00	0.00
ENSG00000188163	0.00	0.00
ENSG00000188167	0.14	0.39
ENSG00000188171	0.40	0.41
ENSG00000188175	0.01	0.02
ENSG00000188176	0.05	0.00
ENSG00000188177	0.76	0.18
ENSG00000188186	7.86	3.58
ENSG00000188191	0.29	0.10
ENSG00000188199	0.01	0.00
ENSG00000188211	0.05	0.11
ENSG00000188215	0.45	0.26
ENSG00000188219	0.00	0.00
ENSG00000188223	0.26	0.00
ENSG00000188227	0.08	1.05
ENSG00000188229	3.97	2.51
ENSG00000188234	0.43	4.37
ENSG00000188243	4.92	8.36
ENSG00000188257	3.24	0.18
ENSG00000188263	0.00	0.00
ENSG00000188266	0.44	0.17
ENSG00000188269	0.00	0.00
ENSG00000188277	0.02	0.88
ENSG00000188282	0.00	0.00
ENSG00000188283	0.36	0.89
ENSG00000188290	0.70	2.03
ENSG00000188293	0.00	0.00
ENSG00000188295	0.16	0.06
ENSG00000188305	0.02	0.00
ENSG00000188306	0.00	0.00
ENSG00000188312	0.05	0.03
ENSG00000188313	2.56	1.66
ENSG00000188315	0.08	0.06
ENSG00000188316	0.00	0.05
ENSG00000188321	0.77	1.17
ENSG00000188322	0.01	0.02
ENSG00000188324	0.00	0.00
ENSG00000188334	0.00	0.00
ENSG00000188338	0.00	0.00
ENSG00000188340	0.00	0.00
ENSG00000188342	0.80	0.50
ENSG00000188343	0.63	1.73
ENSG00000188352	0.98	4.77
ENSG00000188368	0.01	0.00
ENSG00000188372	0.06	0.00
ENSG00000188373	0.00	0.00
ENSG00000188375	0.00	0.00
ENSG00000188379	0.00	0.00
ENSG00000188385	0.02	0.01
ENSG00000188386	0.00	0.00
ENSG00000188389	0.01	0.00
ENSG00000188393	0.00	0.00
ENSG00000188394	0.00	0.00
ENSG00000188396	0.03	0.00
ENSG00000188404	0.02	0.00
ENSG00000188408	0.00	0.00
ENSG00000188419	0.58	0.24
ENSG00000188425	0.00	0.00
ENSG00000188428	0.36	0.71
ENSG00000188452	0.00	0.00
ENSG00000188467	0.01	0.00
ENSG00000188483	0.26	0.68
ENSG00000188486	0.30	0.24
ENSG00000188487	0.10	0.52
ENSG00000188488	0.26	0.24
ENSG00000188493	0.05	0.55
ENSG00000188501	0.00	0.00
ENSG00000188505	0.00	0.00
ENSG00000188508	0.00	0.00
ENSG00000188517	0.01	0.00
ENSG00000188522	0.07	0.92
ENSG00000188523	0.00	0.00
ENSG00000188529	2.58	1.36
ENSG00000188536	0.00	0.00
ENSG00000188542	0.21	0.03
ENSG00000188549	1.97	0.88
ENSG00000188554	2.76	1.02
ENSG00000188558	0.00	0.00
ENSG00000188559	0.71	4.79
ENSG00000188566	0.14	0.01
ENSG00000188573	0.06	0.00
ENSG00000188580	0.03	0.00
ENSG00000188581	0.00	0.00
ENSG00000188582	0.00	0.00
ENSG00000188596	0.02	0.83
ENSG00000188603	0.68	0.70
ENSG00000188610	0.01	0.00
ENSG00000188611	0.00	0.51
ENSG00000188612	2.75	1.33
ENSG00000188613	0.11	0.36
ENSG00000188620	0.00	0.00
ENSG00000188624	0.00	0.00
ENSG00000188626	0.02	0.00
ENSG00000188629	0.08	0.05
ENSG00000188636	0.73	0.45
ENSG00000188641	1.25	0.45
ENSG00000188643	1.06	0.20
ENSG00000188647	2.24	1.73
ENSG00000188649	0.00	0.00
ENSG00000188655	0.00	0.00
ENSG00000188659	0.05	0.04
ENSG00000188672	0.01	0.00
ENSG00000188674	0.00	0.00
ENSG00000188676	0.00	0.00
ENSG00000188677	0.53	0.44
ENSG00000188687	0.06	0.15
ENSG00000188690	1.18	0.07
ENSG00000188691	0.00	0.00
ENSG00000188694	0.00	0.00
ENSG00000188706	0.26	0.40
ENSG00000188707	0.12	0.02
ENSG00000188710	0.00	0.00
ENSG00000188716	0.00	0.00
ENSG00000188725	0.65	0.50
ENSG00000188729	0.01	0.00
ENSG00000188730	0.00	0.01
ENSG00000188732	0.31	1.79
ENSG00000188735	0.08	0.26
ENSG00000188738	0.06	0.07
ENSG00000188739	1.57	0.21
ENSG00000188747	0.08	0.16
ENSG00000188760	0.02	0.06
ENSG00000188761	0.00	1.02
ENSG00000188763	0.06	0.00
ENSG00000188766	0.01	0.08
ENSG00000188770	0.00	0.00
ENSG00000188771	0.00	0.00
ENSG00000188778	0.05	0.04
ENSG00000188779	0.03	0.14
ENSG00000188782	0.00	0.00
ENSG00000188783	1.90	0.24
ENSG00000188784	0.00	0.00
ENSG00000188785	0.64	0.39
ENSG00000188786	0.11	0.10
ENSG00000188800	0.00	0.00
ENSG00000188803	0.01	0.03
ENSG00000188807	0.10	0.18
ENSG00000188811	0.44	0.68
ENSG00000188816	0.01	0.00
ENSG00000188817	0.00	0.00
ENSG00000188818	0.05	0.59
ENSG00000188820	0.24	0.00
ENSG00000188822	0.00	0.00
ENSG00000188827	0.06	0.18
ENSG00000188828	0.01	0.00
ENSG00000188833	0.02	0.02
ENSG00000188846	12.58	13.64
ENSG00000188848	0.01	0.00
ENSG00000188859	0.15	0.18
ENSG00000188868	0.16	0.21
ENSG00000188869	0.02	0.00
ENSG00000188878	0.14	0.07
ENSG00000188883	0.00	0.00
ENSG00000188886	0.00	0.00
ENSG00000188895	1.53	7.24
ENSG00000188897	0.00	0.01
ENSG00000188906	0.66	0.39
ENSG00000188909	0.00	0.00
ENSG00000188910	0.00	0.04
ENSG00000188916	0.03	0.00
ENSG00000188917	0.39	0.75
ENSG00000188921	0.39	0.27
ENSG00000188931	0.00	0.00
ENSG00000188937	0.00	0.00
ENSG00000188938	1.81	0.34
ENSG00000188958	0.02	0.00
ENSG00000188959	0.00	0.60
ENSG00000188976	0.76	0.69
ENSG00000188981	0.01	0.13
ENSG00000188984	0.00	0.00
ENSG00000188986	0.77	0.21
ENSG00000188991	0.00	0.00
ENSG00000188992	0.00	0.00
ENSG00000188993	0.01	0.00
ENSG00000188994	1.43	0.76
ENSG00000188996	0.02	0.00
ENSG00000188997	0.15	0.02
ENSG00000189001	0.00	0.00
ENSG00000189007	0.09	0.07
ENSG00000189013	0.00	0.00
ENSG00000189023	0.00	0.00
ENSG00000189030	0.00	0.00
ENSG00000189037	0.00	0.00
ENSG00000189042	0.39	0.61
ENSG00000189043	4.24	1.83
ENSG00000189045	0.01	0.00
ENSG00000189046	0.50	0.00
ENSG00000189050	0.33	0.33
ENSG00000189051	0.00	0.00
ENSG00000189052	0.00	0.00
ENSG00000189056	0.14	0.02
ENSG00000189057	0.01	0.22
ENSG00000189058	4.51	5.12
ENSG00000189060	2.98	1.71
ENSG00000189064	0.00	0.00
ENSG00000189067	0.91	0.87
ENSG00000189068	0.00	0.00
ENSG00000189077	0.79	0.42
ENSG00000189079	1.12	1.06
ENSG00000189090	0.00	0.00
ENSG00000189091	1.64	1.73
ENSG00000189099	0.00	0.00
ENSG00000189108	0.00	0.00
ENSG00000189114	0.19	0.07
ENSG00000189120	0.00	0.00
ENSG00000189127	0.00	0.00
ENSG00000189129	0.56	0.00
ENSG00000189132	0.00	0.00
ENSG00000189134	0.08	0.01
ENSG00000189139	0.00	0.00
ENSG00000189143	0.02	0.35
ENSG00000189144	0.19	0.07
ENSG00000189152	0.11	0.00
ENSG00000189157	0.06	0.00
ENSG00000189159	0.49	0.18
ENSG00000189164	0.31	0.06
ENSG00000189167	0.00	0.00
ENSG00000189169	0.00	0.00
ENSG00000189171	7.87	0.45
ENSG00000189180	0.96	0.17
ENSG00000189181	0.00	0.00
ENSG00000189182	0.00	0.00
ENSG00000189184	1.82	0.13
ENSG00000189186	0.00	0.00
ENSG00000189190	0.15	0.15
ENSG00000189195	0.14	0.08
ENSG00000189221	5.57	1.56
ENSG00000189227	0.25	0.03
ENSG00000189233	0.00	0.00
ENSG00000189241	1.49	0.75
ENSG00000189252	0.00	0.00
ENSG00000189253	0.00	0.00
ENSG00000189266	4.67	0.98
ENSG00000189269	0.00	0.00
ENSG00000189280	0.00	0.00
ENSG00000189283	0.26	0.04
ENSG00000189292	0.07	0.01
ENSG00000189298	0.17	0.70
ENSG00000189299	0.00	0.00
ENSG00000189306	0.49	0.48
ENSG00000189308	0.28	0.07
ENSG00000189319	0.96	0.21
ENSG00000189320	0.22	0.00
ENSG00000189325	0.00	0.12
ENSG00000189326	0.00	0.00
ENSG00000189334	0.05	0.62
ENSG00000189337	0.10	0.16
ENSG00000189339	0.80	1.57
ENSG00000189350	0.09	0.02
ENSG00000189357	0.00	0.00
ENSG00000189362	0.19	0.02
ENSG00000189366	0.06	0.00
ENSG00000189367	2.10	0.96
ENSG00000189369	0.21	0.10
ENSG00000189375	0.00	0.00
ENSG00000189376	0.64	1.23
ENSG00000189377	0.00	0.63
ENSG00000189401	0.00	0.00
ENSG00000189403	6.30	10.78
ENSG00000189409	0.22	1.15
ENSG00000189410	0.01	0.00
ENSG00000189420	0.02	0.00
ENSG00000189430	0.00	0.00
ENSG00000189431	0.00	0.05
ENSG00000189433	0.00	0.00
ENSG00000196071	0.00	0.00
ENSG00000196072	0.67	0.44
ENSG00000196074	0.07	0.22
ENSG00000196081	0.07	0.01
ENSG00000196083	0.08	0.00
ENSG00000196090	0.00	0.09
ENSG00000196091	0.06	0.01
ENSG00000196092	0.00	0.00
ENSG00000196098	0.00	0.00
ENSG00000196099	0.00	0.00
ENSG00000196104	0.11	0.00
ENSG00000196109	0.15	0.00
ENSG00000196110	0.55	0.05
ENSG00000196116	0.49	0.45
ENSG00000196118	0.06	0.00
ENSG00000196119	0.00	0.00
ENSG00000196123	0.29	1.08
ENSG00000196126	0.88	0.74
ENSG00000196131	0.00	0.00
ENSG00000196132	0.00	0.00
ENSG00000196136	0.56	1.09
ENSG00000196139	0.23	0.46
ENSG00000196141	1.80	3.34
ENSG00000196150	0.53	2.34
ENSG00000196151	0.25	0.03
ENSG00000196152	0.41	0.12
ENSG00000196154	13.68	0.35
ENSG00000196155	0.04	1.28
ENSG00000196156	0.00	0.00
ENSG00000196159	1.77	0.15
ENSG00000196166	0.00	0.00
ENSG00000196169	0.01	0.00
ENSG00000196171	0.00	0.00
ENSG00000196172	0.02	0.02
ENSG00000196177	0.50	0.29
ENSG00000196182	1.05	0.65
ENSG00000196184	0.00	0.00
ENSG00000196187	0.71	2.27
ENSG00000196188	0.00	3.20
ENSG00000196189	0.08	0.26
ENSG00000196196	0.06	0.14
ENSG00000196199	1.22	1.56
ENSG00000196208	0.02	0.03
ENSG00000196209	0.23	0.17
ENSG00000196214	0.29	0.03
ENSG00000196218	0.02	0.24
ENSG00000196220	0.21	0.71
ENSG00000196224	0.00	0.00
ENSG00000196227	0.35	0.40
ENSG00000196228	0.00	0.00
ENSG00000196230	7.55	2.46
ENSG00000196233	0.62	0.62
ENSG00000196235	2.16	1.83
ENSG00000196236	0.36	0.28
ENSG00000196240	0.00	0.00
ENSG00000196242	0.00	0.00
ENSG00000196247	0.16	0.15
ENSG00000196248	0.00	0.00
ENSG00000196260	0.00	0.34
ENSG00000196262	35.92	19.76
ENSG00000196263	0.32	0.04
ENSG00000196266	0.00	0.00
ENSG00000196267	0.29	0.03
ENSG00000196268	1.04	2.25
ENSG00000196275	0.75	3.24
ENSG00000196277	0.02	0.00
ENSG00000196284	0.27	0.01
ENSG00000196289	0.00	0.00
ENSG00000196290	0.58	0.32
ENSG00000196296	0.01	0.08
ENSG00000196305	1.73	7.36
ENSG00000196312	1.00	0.18
ENSG00000196313	0.24	0.45
ENSG00000196323	3.65	1.80
ENSG00000196329	0.86	0.42
ENSG00000196335	0.00	0.04
ENSG00000196337	0.01	0.00
ENSG00000196338	0.08	0.24
ENSG00000196341	0.00	0.00
ENSG00000196344	0.00	0.03
ENSG00000196345	0.20	0.03
ENSG00000196350	0.00	0.00
ENSG00000196352	0.65	2.86
ENSG00000196353	0.02	0.20
ENSG00000196357	0.21	0.01
ENSG00000196358	0.01	0.00
ENSG00000196361	0.03	0.00
ENSG00000196363	0.42	0.17
ENSG00000196365	1.19	2.19
ENSG00000196367	0.46	0.45
ENSG00000196368	0.17	0.01
ENSG00000196369	0.32	0.12
ENSG00000196371	0.18	0.11
ENSG00000196372	0.67	0.02
ENSG00000196376	0.25	0.00
ENSG00000196378	0.36	0.28
ENSG00000196381	0.19	0.15
ENSG00000196387	0.35	0.97
ENSG00000196388	0.02	0.00
ENSG00000196391	0.12	0.16
ENSG00000196396	0.63	0.55
ENSG00000196405	0.74	0.73
ENSG00000196406	0.00	0.00
ENSG00000196407	0.00	0.00
ENSG00000196408	0.00	0.00
ENSG00000196411	0.68	2.10
ENSG00000196415	0.00	0.00
ENSG00000196417	0.31	0.80
ENSG00000196418	3.44	0.63
ENSG00000196419	6.02	4.43
ENSG00000196420	0.00	0.00
ENSG00000196422	0.28	0.26
ENSG00000196427	0.00	0.00
ENSG00000196428	0.47	0.29
ENSG00000196431	0.00	0.00
ENSG00000196433	0.00	0.00
ENSG00000196436	0.03	0.09
ENSG00000196437	0.30	0.57
ENSG00000196440	0.37	0.07
ENSG00000196449	0.24	0.03
ENSG00000196453	0.16	0.10
ENSG00000196455	1.11	1.02
ENSG00000196456	0.30	0.39
ENSG00000196458	0.20	0.10
ENSG00000196459	0.62	0.31
ENSG00000196460	0.00	0.00
ENSG00000196465	1.45	0.11
ENSG00000196466	0.13	0.01
ENSG00000196468	0.02	0.00
ENSG00000196470	0.96	0.97
ENSG00000196475	0.00	0.00
ENSG00000196476	0.09	0.08
ENSG00000196482	0.02	5.55
ENSG00000196497	0.36	0.32
ENSG00000196498	1.20	2.36
ENSG00000196502	0.37	0.68
ENSG00000196503	0.02	0.00
ENSG00000196504	1.94	2.18
ENSG00000196505	0.56	0.61
ENSG00000196507	1.56	0.38
ENSG00000196510	1.39	1.74
ENSG00000196511	0.13	0.04
ENSG00000196517	0.15	0.03
ENSG00000196526	1.07	0.65
ENSG00000196531	40.85	30.24
ENSG00000196535	0.63	1.26
ENSG00000196539	0.00	0.00
ENSG00000196542	0.00	0.46
ENSG00000196544	0.39	0.10
ENSG00000196547	1.05	4.51
ENSG00000196549	0.14	0.37
ENSG00000196550	0.02	0.00
ENSG00000196557	3.04	1.19
ENSG00000196562	0.79	0.67
ENSG00000196565	0.00	0.00
ENSG00000196569	2.78	0.97
ENSG00000196570	0.00	0.00
ENSG00000196576	1.97	8.99
ENSG00000196578	0.00	0.00
ENSG00000196581	0.02	0.00
ENSG00000196584	0.01	0.02
ENSG00000196586	0.34	0.67
ENSG00000196588	0.55	13.33
ENSG00000196591	1.85	1.48
ENSG00000196597	0.33	0.24
ENSG00000196600	0.00	0.00
ENSG00000196604	0.00	0.00
ENSG00000196605	0.72	0.03
ENSG00000196611	0.00	0.02
ENSG00000196616	14.88	2.07
ENSG00000196620	0.01	0.41
ENSG00000196628	3.46	3.05
ENSG00000196632	0.05	0.09
ENSG00000196636	0.37	0.11
ENSG00000196639	0.11	0.00
ENSG00000196642	1.25	2.13
ENSG00000196646	0.27	0.04
ENSG00000196652	0.25	0.09
ENSG00000196653	0.25	0.03
ENSG00000196655	1.70	0.30
ENSG00000196659	0.10	0.05
ENSG00000196660	0.00	0.00
ENSG00000196661	0.00	0.00
ENSG00000196663	0.43	0.22
ENSG00000196664	0.02	0.00
ENSG00000196666	0.01	0.00
ENSG00000196670	0.91	1.05
ENSG00000196678	0.46	0.53
ENSG00000196683	9.19	3.43
ENSG00000196684	0.00	0.14
ENSG00000196689	0.18	0.59
ENSG00000196693	0.54	1.53
ENSG00000196700	0.21	0.51
ENSG00000196704	1.91	1.64
ENSG00000196705	0.24	1.24
ENSG00000196711	0.00	0.00
ENSG00000196712	1.15	1.94
ENSG00000196715	0.57	0.04
ENSG00000196724	0.35	0.97
ENSG00000196730	2.20	1.97
ENSG00000196734	0.00	0.00
ENSG00000196735	0.04	0.00
ENSG00000196739	0.12	0.59
ENSG00000196743	0.85	0.31
ENSG00000196747	0.47	0.52
ENSG00000196748	0.00	0.00
ENSG00000196754	0.05	0.00
ENSG00000196757	0.42	0.31
ENSG00000196767	0.02	0.00
ENSG00000196772	0.00	0.00
ENSG00000196776	1.90	2.28
ENSG00000196778	0.00	0.00
ENSG00000196781	1.29	2.87
ENSG00000196782	0.18	0.23
ENSG00000196787	0.16	0.27
ENSG00000196792	1.83	0.96
ENSG00000196793	0.15	0.84
ENSG00000196800	0.00	0.00
ENSG00000196805	0.00	0.00
ENSG00000196811	0.00	0.00
ENSG00000196812	0.21	0.10
ENSG00000196814	0.39	0.49
ENSG00000196821	2.19	2.00
ENSG00000196826	0.02	0.00
ENSG00000196832	0.00	0.00
ENSG00000196834	0.00	0.51
ENSG00000196839	0.48	0.50
ENSG00000196843	0.41	0.61
ENSG00000196844	0.00	0.00
ENSG00000196850	0.60	1.04
ENSG00000196859	0.00	0.00
ENSG00000196860	0.00	0.00
ENSG00000196862	0.00	0.00
ENSG00000196865	1.26	0.57
ENSG00000196866	3.33	2.82
ENSG00000196867	0.27	0.34
ENSG00000196872	0.01	0.14
ENSG00000196873	0.41	0.18
ENSG00000196876	0.05	0.01
ENSG00000196878	0.01	2.37
ENSG00000196890	0.06	0.01
ENSG00000196900	0.00	0.00
ENSG00000196911	0.75	0.34
ENSG00000196912	0.68	1.24
ENSG00000196914	2.42	2.79
ENSG00000196917	0.00	0.01
ENSG00000196923	13.79	2.84
ENSG00000196924	113.39	79.10
ENSG00000196932	0.01	0.00
ENSG00000196935	0.15	0.40
ENSG00000196936	0.00	0.00
ENSG00000196937	1.66	0.35
ENSG00000196943	0.36	0.12
ENSG00000196944	0.00	0.00
ENSG00000196946	0.00	0.00
ENSG00000196950	0.27	0.21
ENSG00000196954	1.82	1.29
ENSG00000196961	1.42	0.86
ENSG00000196967	0.26	0.86
ENSG00000196968	0.65	0.07
ENSG00000196972	0.03	0.00
ENSG00000196975	1.45	0.95
ENSG00000196976	1.24	0.13
ENSG00000196981	0.13	0.02
ENSG00000196990	0.03	0.00
ENSG00000196993	0.05	0.16
ENSG00000196998	2.21	2.75
ENSG00000197006	3.62	1.84
ENSG00000197008	0.35	0.04
ENSG00000197013	0.44	0.12
ENSG00000197016	0.14	0.12
ENSG00000197019	0.37	0.22
ENSG00000197020	0.17	0.39
ENSG00000197021	0.56	0.12
ENSG00000197024	0.55	1.25
ENSG00000197037	0.32	0.24
ENSG00000197043	7.83	2.98
ENSG00000197044	0.26	0.55
ENSG00000197045	1.36	1.00
ENSG00000197046	0.00	0.00
ENSG00000197050	0.40	0.36
ENSG00000197054	0.11	0.05
ENSG00000197056	0.83	1.47
ENSG00000197057	0.00	0.00
ENSG00000197061	35.10	5.80
ENSG00000197062	0.76	1.06
ENSG00000197063	0.46	0.69
ENSG00000197070	0.35	4.16
ENSG00000197077	0.19	1.00
ENSG00000197079	0.00	0.00
ENSG00000197081	0.68	0.61
ENSG00000197084	0.00	0.00
ENSG00000197093	0.11	0.00
ENSG00000197102	6.56	3.57
ENSG00000197106	0.01	0.00
ENSG00000197110	0.00	0.00
ENSG00000197111	11.19	8.98
ENSG00000197114	0.52	1.11
ENSG00000197119	0.52	3.92
ENSG00000197121	0.22	0.10
ENSG00000197122	0.91	0.82
ENSG00000197123	0.00	0.00
ENSG00000197124	0.05	0.36
ENSG00000197125	0.00	0.00
ENSG00000197128	0.48	0.19
ENSG00000197134	0.07	0.01
ENSG00000197136	0.30	0.74
ENSG00000197140	0.23	0.37
ENSG00000197142	0.20	0.32
ENSG00000197147	0.18	0.34
ENSG00000197150	0.58	0.81
ENSG00000197153	0.08	0.00
ENSG00000197157	2.01	17.94
ENSG00000197162	0.22	0.20
ENSG00000197165	0.02	0.01
ENSG00000197168	0.00	0.09
ENSG00000197170	1.10	0.40
ENSG00000197172	0.00	0.00
ENSG00000197177	0.00	0.00
ENSG00000197181	0.04	0.00
ENSG00000197183	0.43	1.22
ENSG00000197191	0.00	0.00
ENSG00000197208	0.03	0.00
ENSG00000197213	0.00	0.00
ENSG00000197217	0.96	3.21
ENSG00000197223	1.35	1.02
ENSG00000197226	15.27	1.53
ENSG00000197233	0.00	0.00
ENSG00000197238	6.88	1.87
ENSG00000197241	0.00	0.00
ENSG00000197245	0.09	0.00
ENSG00000197249	0.18	2.31
ENSG00000197253	5.12	2.80
ENSG00000197256	27.19	5.64
ENSG00000197261	0.11	0.14
ENSG00000197263	0.00	0.00
ENSG00000197265	0.72	2.47
ENSG00000197272	0.00	0.00
ENSG00000197273	0.00	0.07
ENSG00000197275	0.06	0.19
ENSG00000197279	0.05	0.08
ENSG00000197283	0.15	0.23
ENSG00000197296	0.23	0.06
ENSG00000197299	0.02	0.04
ENSG00000197302	0.43	0.02
ENSG00000197309	0.00	0.00
ENSG00000197312	0.53	5.86
ENSG00000197321	17.95	6.74
ENSG00000197323	1.16	1.44
ENSG00000197324	2.12	1.80
ENSG00000197329	0.69	0.17
ENSG00000197343	3.59	1.26
ENSG00000197345	2.27	4.15
ENSG00000197353	0.00	0.00
ENSG00000197355	0.16	0.51
ENSG00000197360	0.00	0.00
ENSG00000197361	1.65	0.55
ENSG00000197362	0.11	0.03
ENSG00000197363	0.27	0.99
ENSG00000197364	0.00	0.00
ENSG00000197372	0.15	0.06
ENSG00000197375	0.15	0.85
ENSG00000197376	0.00	0.00
ENSG00000197380	1.22	0.67
ENSG00000197381	1.83	0.76
ENSG00000197385	0.00	0.00
ENSG00000197386	0.62	0.77
ENSG00000197403	0.00	0.00
ENSG00000197405	0.22	0.01
ENSG00000197406	0.06	0.00
ENSG00000197408	0.00	0.00
ENSG00000197409	0.08	0.00
ENSG00000197410	0.39	0.04
ENSG00000197415	0.02	0.21
ENSG00000197416	0.00	0.00
ENSG00000197417	0.20	0.44
ENSG00000197428	0.00	0.00
ENSG00000197429	0.43	0.19
ENSG00000197430	0.00	0.00
ENSG00000197437	0.00	0.00
ENSG00000197442	0.25	0.54
ENSG00000197444	0.09	0.60
ENSG00000197446	0.00	0.00
ENSG00000197448	4.27	6.85
ENSG00000197451	2.25	2.09
ENSG00000197454	0.00	0.00
ENSG00000197457	0.62	0.08
ENSG00000197461	1.07	2.03
ENSG00000197465	0.02	0.00
ENSG00000197467	0.09	0.16
ENSG00000197471	0.03	0.46
ENSG00000197472	0.00	0.00
ENSG00000197479	0.05	0.03
ENSG00000197483	0.04	0.36
ENSG00000197487	0.00	0.00
ENSG00000197496	0.23	0.30
ENSG00000197497	0.47	0.04
ENSG00000197498	0.49	0.02
ENSG00000197506	0.00	0.00
ENSG00000197520	0.01	0.00
ENSG00000197530	1.04	8.38
ENSG00000197532	0.00	0.00
ENSG00000197535	0.81	0.32
ENSG00000197536	1.19	0.58
ENSG00000197540	0.00	0.00
ENSG00000197548	1.57	3.74
ENSG00000197555	0.77	0.78
ENSG00000197557	0.12	0.17
ENSG00000197558	0.01	0.07
ENSG00000197561	0.10	0.00
ENSG00000197562	0.48	1.77
ENSG00000197563	0.53	6.19
ENSG00000197565	0.01	0.69
ENSG00000197566	0.10	0.00
ENSG00000197568	0.04	0.00
ENSG00000197576	0.09	0.05
ENSG00000197579	0.67	0.17
ENSG00000197580	0.20	0.02
ENSG00000197584	0.10	0.00
ENSG00000197586	0.73	2.47
ENSG00000197587	0.00	0.00
ENSG00000197591	0.00	0.00
ENSG00000197594	0.10	0.12
ENSG00000197599	0.00	0.00
ENSG00000197601	1.46	2.00
ENSG00000197603	0.61	0.56
ENSG00000197608	0.33	0.35
ENSG00000197614	8.37	6.34
ENSG00000197616	0.00	0.00
ENSG00000197619	0.53	0.13
ENSG00000197620	0.34	0.31
ENSG00000197622	1.06	0.64
ENSG00000197629	0.66	0.39
ENSG00000197632	0.00	0.00
ENSG00000197635	0.31	0.04
ENSG00000197641	0.00	0.00
ENSG00000197646	0.05	0.00
ENSG00000197647	0.08	0.13
ENSG00000197651	0.00	0.00
ENSG00000197653	0.00	0.00
ENSG00000197658	0.00	0.00
ENSG00000197683	0.00	0.00
ENSG00000197694	4.26	6.00
ENSG00000197696	0.25	0.00
ENSG00000197702	4.55	3.20
ENSG00000197705	0.02	0.00
ENSG00000197706	0.00	0.00
ENSG00000197712	3.81	0.52
ENSG00000197713	1.61	0.79
ENSG00000197714	1.36	1.27
ENSG00000197721	0.00	0.00
ENSG00000197724	0.60	1.30
ENSG00000197728	105.45	20.86
ENSG00000197734	0.00	0.00
ENSG00000197745	0.00	0.00
ENSG00000197746	18.89	13.64
